wave,var_name,question,options,n_options,pct_answered
W45,MADEUPIMPe,"Overall, how much of an impact do you think made-up news and information has on each of the following? The public’s ability to solve community problems",Big impact | Moderate impact | Small impact | No impact at all,4,100.0
W45,MADEUPDIS,How often do you discuss the topic of made-up news and information with others?,Often | Sometimes | Hardly ever | Never,4,100.0
W45,SMSHARER,"On social media, do you think of yourself more as a…",Sharer of news | Receiver of news,2,74.8
W45,SMLIKESa,How much is each of the following a reason why you click on links to news stories on social media? The story was something I had been following in the news,Major reason | Minor reason | Not a reason,3,36.8
W45,SMLIKESb,How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,Major reason | Minor reason | Not a reason,3,36.8
W45,SMLIKESc,How much is each of the following a reason why you click on links to news stories on social media? The story was published by a news organization I prefer,Major reason | Minor reason | Not a reason,3,36.8
W45,SMLIKESd,"How much is each of the following a reason why you click on links to news stories on social media? The story had a lot of shares, comments or likes",Major reason | Minor reason | Not a reason,3,38.0
W45,SMLIKESe,How much is each of the following a reason why you click on links to news stories on social media? I was interested in the topic,Major reason | Minor reason | Not a reason,3,38.0
W45,SMLIKESf,How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,Major reason | Minor reason | Not a reason,3,38.0
W45,SMSHARE,"When you share a news story on social media, how much do you think it impacts the story’s overall reach to the public?",A lot | Some | Not much | Not at all | I don’t share news stories on social media,5,74.8
W45,MADEUPSMCLICK,"When you see a news story on social media that you think is made-up, how often do you click on the link to that story?",Often | Sometimes | Hardly ever | Never | I don't see these types of stories on social media,5,74.8
W45,ONLINESOURCE,"In general, does most of the news you see online come from…",Sources you are familiar with | Sources you are not familiar with | Not sure,3,95.5
W45,DIGWDOG_3,"Thinking about the news that your friends, family and acquaintances post or send you online about political and social issues, overall, do you think the mix of news you get from them…",Represents just one side | Represents more than one side | They don't send me news about political and social issues,3,95.5
W45,NEWSPROBa,How much of a problem is each of the following when it comes to how the public stays informed about the basic facts of current issues and events? The amount of made-up news and information,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,100.0
W45,NEWSPROBb,How much of a problem is each of the following when it comes to how the public stays informed about the basic facts of current issues and events? The public’s difficulty distinguishing facts from opinions,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,49.5
W45,NEWSPROBc,How much of a problem is each of the following when it comes to how the public stays informed about the basic facts of current issues and events? Too many different sources to choose from,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,49.5
W45,NEWSPROBd,How much of a problem is each of the following when it comes to how the public stays informed about the basic facts of current issues and events? Too much news to keep up with,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,50.5
W45,NEWSPROBe,How much of a problem is each of the following when it comes to how the public stays informed about the basic facts of current issues and events? Journalists inserting their own views,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,50.5
W45,VIDOFT,How often do you come across videos or images that have been altered or made-up to mislead the public?,Often | Sometimes | Hardly ever | Never,4,100.0
W45,MADEUPSOLVE,"Within the next five years, do you think the issue of made-up news and information will…",Get better | Stay the same | Get worse,3,100.0
W45,INFOCHALa,How much of a challenge do you think each of the following is in addressing made-up news and information? Political divides,A very big challenge | A moderately big challenge | A small challenge | Not a challenge at all,4,100.0
