wave,var_name,question,n_options,option_labels,dist_overall,dist_rep,dist_dem,n_overall,n_rep,n_dem,partisan_gap,error
W43,RACESURV28c,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations",3,"[""Black people are treated less fairly than white people"", ""White people are treated less fairly than black people"", ""Both are treated about equally""]","[0.5443, 0.0253, 0.4304]","[0.2271, 0.0422, 0.7307]","[0.7263, 0.0157, 0.2579]",6637,2230,4062,0.486,
W43,RACESURV28d,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations",3,"[""Black people are treated less fairly than white people"", ""White people are treated less fairly than black people"", ""Both are treated about equally""]","[0.7398, 0.0204, 0.2398]","[0.4739, 0.0315, 0.4946]","[0.886, 0.0144, 0.0996]",3323,1122,2025,0.4036,
W43,RACESURV28e,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations",3,"[""Black people are treated less fairly than white people"", ""White people are treated less fairly than black people"", ""Both are treated about equally""]","[0.7243, 0.0275, 0.2482]","[0.4481, 0.0441, 0.5078]","[0.8767, 0.0192, 0.1041]",3314,1108,2037,0.4161,
W43,RACESURV28f,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations",3,"[""Black people are treated less fairly than white people"", ""White people are treated less fairly than black people"", ""Both are treated about equally""]","[0.4352, 0.0277, 0.5371]","[0.1094, 0.0551, 0.8355]","[0.6266, 0.0124, 0.361]",6637,2230,4062,0.4959,
W43,RACESURV28g,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in each of the following situations",3,"[""Black people are treated less fairly than white people"", ""White people are treated less fairly than black people"", ""Both are treated about equally""]","[0.4144, 0.0214, 0.5642]","[0.1417, 0.0336, 0.8247]","[0.57, 0.0149, 0.4151]",6637,2230,4062,0.4189,
W43,RACESURV29a,"In your daily life, how much interaction, if any, would you say you have with people who are…White",4,"[""A lot of interaction"", ""Some interaction"", ""Not much interaction"", ""No interaction at all""]","[0.6952, 0.2378, 0.0497, 0.0173]","[0.7579, 0.1975, 0.0325, 0.0122]","[0.6709, 0.2537, 0.0568, 0.0185]",6637,2230,4062,0.0413,
W43,RACESURV29b,"In your daily life, how much interaction, if any, would you say you have with people who are…Black",4,"[""A lot of interaction"", ""Some interaction"", ""Not much interaction"", ""No interaction at all""]","[0.3556, 0.3968, 0.2039, 0.0437]","[0.251, 0.4591, 0.2406, 0.0492]","[0.4145, 0.3617, 0.1843, 0.0395]",6637,2230,4062,0.0798,
W43,RACESURV29c,"In your daily life, how much interaction, if any, would you say you have with people who are…Hispanic",4,"[""A lot of interaction"", ""Some interaction"", ""Not much interaction"", ""No interaction at all""]","[0.3275, 0.4102, 0.2056, 0.0567]","[0.2843, 0.4215, 0.2292, 0.065]","[0.3475, 0.4069, 0.1933, 0.0523]",6637,2230,4062,0.0415,
W43,RACESURV29d,"In your daily life, how much interaction, if any, would you say you have with people who are…Asian",4,"[""A lot of interaction"", ""Some interaction"", ""Not much interaction"", ""No interaction at all""]","[0.1372, 0.3686, 0.3719, 0.1223]","[0.1295, 0.3527, 0.3915, 0.1263]","[0.1406, 0.3799, 0.3623, 0.1172]",6637,2230,4062,0.0196,
W43,RACESURV34a,"Overall, how much has each of the following helped or hurt your ability to get ahead? Being white/Being black/Being Hispanic/Being Asian/Your racial background",5,"[""Helped a lot"", ""Helped a little"", ""Hurt a little"", ""Hurt a lot"", ""Neither helped nor hurt""]","[0.1221, 0.2137, 0.1681, 0.0695, 0.4267]","[0.0765, 0.2054, 0.0905, 0.0299, 0.5977]","[0.1519, 0.2223, 0.2116, 0.0917, 0.3224]",6634,2230,4059,0.1641,
W43,RACESURV34b,"Overall, how much has each of the following helped or hurt your ability to get ahead? Being a man/Being a woman/Your gender",5,"[""Helped a lot"", ""Helped a little"", ""Hurt a little"", ""Hurt a lot"", ""Neither helped nor hurt""]","[0.1366, 0.2216, 0.2138, 0.0607, 0.3674]","[0.0967, 0.2097, 0.1704, 0.0461, 0.4772]","[0.1642, 0.2272, 0.2371, 0.0692, 0.3023]",6637,2230,4062,0.1197,
W43,RACESURV34c,"Overall, how much has each of the following helped or hurt your ability to get ahead? Your family’s financial situation when you were growing up",5,"[""Helped a lot"", ""Helped a little"", ""Hurt a little"", ""Hurt a lot"", ""Neither helped nor hurt""]","[0.1578, 0.1908, 0.2031, 0.1597, 0.2886]","[0.1107, 0.1895, 0.1773, 0.1355, 0.387]","[0.1886, 0.1928, 0.2181, 0.174, 0.2265]",6637,2230,4062,0.1104,
W43,RACESURV34d,"Overall, how much has each of the following helped or hurt your ability to get ahead? How hard you’ve worked",5,"[""Helped a lot"", ""Helped a little"", ""Hurt a little"", ""Hurt a lot"", ""Neither helped nor hurt""]","[0.6382, 0.1786, 0.0354, 0.0251, 0.1227]","[0.7088, 0.1283, 0.0279, 0.0203, 0.1148]","[0.6068, 0.2047, 0.0401, 0.0273, 0.1212]",6637,2230,4062,0.0369,
W43,RACESURV34e,"Overall, how much has each of the following helped or hurt your ability to get ahead? The people you know",5,"[""Helped a lot"", ""Helped a little"", ""Hurt a little"", ""Hurt a lot"", ""Neither helped nor hurt""]","[0.2523, 0.363, 0.0545, 0.0244, 0.3058]","[0.2091, 0.3749, 0.0361, 0.0167, 0.3631]","[0.2825, 0.3593, 0.0649, 0.0287, 0.2646]",6637,2230,4062,0.079,
W43,RACESURV36,"How often, if ever, do you hear [Race Insert] friend or family member make comments or jokes that might be considered racist or racially insensitive about people who are not [Race Insert]?",4,"[""Often"", ""Sometimes"", ""Rarely"", ""Never""]","[0.1037, 0.3625, 0.3882, 0.1455]","[0.0889, 0.313, 0.4249, 0.1732]","[0.1137, 0.3932, 0.3669, 0.1261]",6634,2230,4059,0.059,
W43,RACESURV38,"How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?",4,"[""Often"", ""Sometimes"", ""Rarely"", ""Never""]","[0.0795, 0.2947, 0.3563, 0.2694]","[0.0665, 0.2949, 0.3469, 0.2917]","[0.0859, 0.2992, 0.3663, 0.2486]",6637,2230,4062,0.0288,
W43,RACESURV40,How many white people in our country do you think are prejudiced against black people?,5,"[""All or most"", ""Some"", ""Only a few"", ""None"", ""Not sure""]","[0.1085, 0.6418, 0.1436, 0.0122, 0.0939]","[0.0447, 0.5853, 0.255, 0.0113, 0.1038]","[0.147, 0.6785, 0.0819, 0.0126, 0.08]",6637,2230,4062,0.0861,
W43,RACESURV41,How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,5,"[""All or most"", ""Some"", ""Only a few"", ""None"", ""Not sure""]","[0.0561, 0.4059, 0.3506, 0.0485, 0.1389]","[0.0889, 0.4605, 0.2702, 0.0343, 0.1461]","[0.0391, 0.3809, 0.4017, 0.0559, 0.1223]",6637,2230,4062,0.0513,
W43,RACESURV44,How many black people in our country do you think are prejudiced against white people?,5,"[""All or most"", ""Some"", ""Only a few"", ""None"", ""Not sure""]","[0.1266, 0.596, 0.1361, 0.0141, 0.1272]","[0.186, 0.5959, 0.1129, 0.0072, 0.098]","[0.0957, 0.6047, 0.1488, 0.0176, 0.1333]",6637,2230,4062,0.0632,
W43,RACESURV45,How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,5,"[""All or most"", ""Some"", ""Only a few"", ""None"", ""Not sure""]","[0.039, 0.28, 0.3491, 0.1229, 0.209]","[0.0244, 0.2128, 0.3696, 0.1939, 0.1993]","[0.0468, 0.3206, 0.3429, 0.084, 0.2056]",6637,2230,4062,0.0656,
W43,RACESURV47a,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots",5,"[""Always acceptable"", ""Sometimes acceptable"", ""Rarely acceptable"", ""Never acceptable"", ""Not sure""]","[0.1975, 0.2327, 0.1241, 0.2503, 0.1954]","[0.3984, 0.2995, 0.0638, 0.0881, 0.1502]","[0.0912, 0.1962, 0.1596, 0.3434, 0.2096]",3323,1122,2025,0.2729,
W43,RACESURV47b,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word",5,"[""Always acceptable"", ""Sometimes acceptable"", ""Rarely acceptable"", ""Never acceptable"", ""Not sure""]","[0.1204, 0.2083, 0.1413, 0.4106, 0.1195]","[0.0978, 0.1623, 0.1435, 0.5058, 0.0906]","[0.1339, 0.239, 0.1428, 0.3565, 0.1279]",3323,1122,2025,0.0746,
W43,RACESURV47c,"For each, please indicate if you, personally, think it is acceptable. A white person using the n-word",5,"[""Always acceptable"", ""Sometimes acceptable"", ""Rarely acceptable"", ""Never acceptable"", ""Not sure""]","[0.0203, 0.0531, 0.119, 0.7468, 0.0607]","[0.0342, 0.08, 0.1367, 0.6942, 0.0549]","[0.0114, 0.0387, 0.1116, 0.7833, 0.055]",3323,1122,2025,0.0441,
W43,RACESURV47d,"For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own",5,"[""Always acceptable"", ""Sometimes acceptable"", ""Rarely acceptable"", ""Never acceptable"", ""Not sure""]","[0.1677, 0.332, 0.2021, 0.1716, 0.1265]","[0.257, 0.3842, 0.1471, 0.0854, 0.1262]","[0.1182, 0.3071, 0.2339, 0.2245, 0.1162]",3314,1108,2037,0.1235,
W43,RACESURV47e,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume",5,"[""Always acceptable"", ""Sometimes acceptable"", ""Rarely acceptable"", ""Never acceptable"", ""Not sure""]","[0.2292, 0.3318, 0.1412, 0.1653, 0.1324]","[0.3827, 0.3418, 0.0927, 0.0764, 0.1064]","[0.1471, 0.3292, 0.1693, 0.2162, 0.1382]",3314,1108,2037,0.1718,
W43,RACESURV47f,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume",5,"[""Always acceptable"", ""Sometimes acceptable"", ""Rarely acceptable"", ""Never acceptable"", ""Not sure""]","[0.119, 0.181, 0.1524, 0.436, 0.1117]","[0.2311, 0.2693, 0.152, 0.2266, 0.121]","[0.0547, 0.1316, 0.1548, 0.5589, 0.1]",3314,1108,2037,0.2057,
W43,RACESURV48,"How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?",4,"[""Very important"", ""Somewhat important"", ""Not too important"", ""Not at all important""]","[0.5686, 0.2424, 0.097, 0.0921]","[0.3216, 0.3207, 0.1865, 0.1712]","[0.7068, 0.1971, 0.0488, 0.0473]",3323,1122,2025,0.2569,
W43,RACESURV49,"When it comes to decisions about hiring and promotions, do you think companies and organizations…",2,"[""Should take a person's race and ethnicity into account, in addition to their qualifications, in order to increase divers"", ""Should only take a person's qualifications into account, even if it results in less diversity in the workplace""]","[0.3023, 0.6977]","[0.1103, 0.8897]","[0.4132, 0.5868]",3314,1108,2037,0.3029,
W43,RACESURV50,"When it comes to the schools students attend, do you think students…",2,"[""Should go to schools that are racially and ethnically mixed, even if it means that some students don't go to school in t"", ""Should go to schools in their local community, even if it means that most schools are not racially and ethnically mixed""]","[0.4957, 0.5043]","[0.2636, 0.7364]","[0.6216, 0.3784]",6637,2230,4062,0.3579,
W43,RACESURV51,"Thinking about the community where you live, do you wish your community was…",3,"[""More racially mixed"", ""Less racially mixed"", ""About as racially mixed as it is""]","[0.2764, 0.0648, 0.6589]","[0.1296, 0.0931, 0.7774]","[0.3563, 0.0496, 0.594]",6637,2230,4062,0.205,
W43,RACESURV52,"How much, if at all, would it bother you to hear people speak a language other than English in a public place?",4,"[""A lot"", ""Some"", ""Not much"", ""Not at all""]","[0.0951, 0.1643, 0.2341, 0.5065]","[0.1641, 0.2426, 0.2529, 0.3404]","[0.0573, 0.1228, 0.2261, 0.5937]",6637,2230,4062,0.1955,
W43,RACESURV53a,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. Been unfairly stopped by police,2,"[""Yes, has happened to me"", ""No, has not happened to me""]","[0.215, 0.785]","[0.1363, 0.8637]","[0.259, 0.741]",6637,2230,4062,0.1227,
W43,RACESURV53b,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. People acted as if they were suspicious of you,2,"[""Yes, has happened to me"", ""No, has not happened to me""]","[0.4147, 0.5853]","[0.3104, 0.6896]","[0.471, 0.529]",6637,2230,4062,0.1606,
W43,RACESURV53c,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. People acted as if they thought you were not smart,2,"[""Yes, has happened to me"", ""No, has not happened to me""]","[0.4308, 0.5692]","[0.3483, 0.6517]","[0.4756, 0.5244]",6637,2230,4062,0.1273,
W43,RACESURV53d,"Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. Been treated unfairly by an employer in hiring, pay or promotion",2,"[""Yes, has happened to me"", ""No, has not happened to me""]","[0.312, 0.688]","[0.251, 0.749]","[0.3452, 0.6548]",6637,2230,4062,0.0941,
W43,RACESURV53e,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. Been subject to slurs or jokes,2,"[""Yes, has happened to me"", ""No, has not happened to me""]","[0.474, 0.526]","[0.4451, 0.5549]","[0.4908, 0.5092]",6637,2230,4062,0.0457,
W43,RACESURV53f,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. Feared for your personal safety,2,"[""Yes, has happened to me"", ""No, has not happened to me""]","[0.4001, 0.5999]","[0.3993, 0.6007]","[0.4018, 0.5982]",6637,2230,4062,0.0026,
W43,RACESURV53g,Please indicate whether or not each has happened to you Because OF YOUR RACE OR Ethnicity. People assumed you are racist or prejudiced,2,"[""Yes, has happened to me"", ""No, has not happened to me""]","[0.336, 0.664]","[0.4147, 0.5853]","[0.296, 0.704]",6637,2230,4062,0.1187,
W43,RACESURV56,"How would most people describe you, for example, if they walked past you on the street? Would they say you are…",5,"[""White"", ""Hispanic or Latino"", ""Black"", ""Native American or Indigenous"", ""Other (Specify:)""]","[0.2461, 0.655, 0.0213, 0.0174, 0.0601]","[0.3024, 0.6, 0.0167, 0.0214, 0.0595]","[0.2343, 0.6644, 0.0246, 0.0177, 0.0591]",1574,424,1024,0.0191,
W43,RACESURV57,"Which of these most closely matches your own skin tone, even if none of them is exactly right?",5,"[""1"", ""2"", ""3"", ""4"", ""5""]","[0.2074, 0.4376, 0.2745, 0.0657, 0.0149]","[0.2884, 0.556, 0.1139, 0.0342, 0.0076]","[0.1866, 0.4051, 0.3176, 0.0743, 0.0164]",3032,533,2307,0.103,
W43,RACESURV57_REASK,KP cases re-asked RACESURV57,2,"[""Did not re-ask"", ""Re-asked RACESURV57 due to missing images""]","[0.8938, 0.1062]","[0.9489, 0.0511]","[0.8703, 0.1297]",6637,2230,4062,0.0786,
W45,NATPROBSa,How much of a problem do you think each of the following are in the country today? Made-up news and information,4,"[""A very big problem"", ""A moderately big problem"", ""A small problem"", ""Not a problem at all""]","[0.4944, 0.3185, 0.1605, 0.0267]","[0.6338, 0.2811, 0.0803, 0.0048]","[0.3905, 0.3456, 0.2207, 0.0431]",6127,2522,3393,0.1534,
